"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.675950792E0,6.682104492E-1,-1.026250900E1,-1.268611908E0,1.036218956E1
2.685955792E0,1.226250000E0,-1.127665009E1,-1.614243164E0,1.145741276E1
2.695960792E0,1.488504639E0,-1.242760666E1,-1.573827209E0,1.261499050E1
2.705965792E0,1.682501221E0,-1.315674042E1,-1.043779449E0,1.330489024E1
2.715970792E0,2.037263489E0,-1.314431625E1,-4.565505981E-2,1.330133740E1
2.725974792E0,2.588417358E0,-1.209918961E1,9.439370728E-1,1.240892061E1
2.735979792E0,2.677781525E0,-1.044168640E1,1.117875366E0,1.083738779E1
2.745984792E0,2.488425293E0,-9.133406982E0,6.863227844E-1,9.491176034E0
2.755989792E0,2.242786102E0,-8.203390961E0,2.279759216E-1,8.507507612E0
2.765994792E0,2.028581543E0,-7.675438843E0,-5.643264771E-2,7.939186933E0
2.775999792E0,1.948049011E0,-7.559579773E0,-1.020877075E-1,7.807212255E0
2.786004792E0,2.071542206E0,-7.820337524E0,2.155517578E-2,8.090082245E0
2.796008792E0,2.363734589E0,-8.429420929E0,3.224295044E-1,8.760498798E0
2.806013792E0,2.510279846E0,-9.083261261E0,7.634124756E-1,9.454625252E0
2.816018792E0,2.557132416E0,-9.595496063E0,1.037193146E0,9.984399857E0
2.826023792E0,2.589914246E0,-1.000728973E1,1.006806335E0,1.038591174E1
2.836028792E0,2.566263428E0,-1.044662613E1,5.727090454E-1,1.077245103E1
2.846033792E0,2.689457245E0,-1.076306808E1,-2.679428101E-2,1.109403140E1
2.856038792E0,2.928510132E0,-1.083267334E1,-5.659730530E-1,1.123580477E1
2.866042792E0,3.444786530E0,-1.064466431E1,-8.765771484E-1,1.122246942E1
2.876047792E0,4.064797211E0,-1.033211426E1,-9.677375793E-1,1.114502927E1
2.886052792E0,4.253554688E0,-1.029424301E1,-6.054908752E-1,1.115485481E1
2.896057792E0,3.415597229E0,-1.081575851E1,5.707630920E-1,1.135661513E1
2.906062792E0,1.749711456E0,-1.141511215E1,2.442321167E0,1.180386413E1
2.916067792E0,1.060245209E0,-1.114133148E1,3.987557831E0,1.188082508E1
2.926072792E0,1.240620117E0,-1.043150757E1,4.846322021E0,1.156902440E1
2.936076792E0,1.496737518E0,-9.595645752E0,4.689747620E0,1.078472871E1
2.946081792E0,1.473835144E0,-8.903185730E0,3.953279114E0,9.852274962E0
2.956086792E0,1.275946655E0,-8.276738434E0,3.119213562E0,8.936550353E0
2.966091792E0,1.315314789E0,-7.797285461E0,2.330653381E0,8.243764840E0
2.976096792E0,1.475182343E0,-7.510032806E0,1.657952271E0,7.831063876E0
2.986101792E0,1.667682037E0,-7.381749573E0,1.111438751E0,7.648966350E0
2.996106792E0,1.937570801E0,-7.308402100E0,7.063810730E-1,7.593806429E0
3.006110792E0,2.294877777E0,-7.212751007E0,3.370989990E-1,7.576534619E0
3.016115792E0,2.577939148E0,-6.925947418E0,6.735992432E-2,7.390470570E0
3.026120792E0,2.736010437E0,-6.571933594E0,-1.216969299E-1,7.119752412E0
3.036125792E0,2.790796509E0,-6.402186584E0,-1.499880981E-1,6.985630583E0
3.046130792E0,2.690654755E0,-6.489604797E0,4.041595459E-2,7.025398699E0
3.056135792E0,2.351759491E0,-6.734944611E0,3.769161987E-1,7.143690743E0
3.066140792E0,1.799557800E0,-6.745572510E0,6.899153137E-1,7.015492848E0
3.076144792E0,1.290915527E0,-6.762337646E0,1.039438477E0,6.962478416E0
3.086149792E0,8.065228271E-1,-7.040608978E0,1.527274017E0,7.249359957E0
3.096154792E0,4.420307922E-1,-7.756420441E0,2.170785828E0,8.066582943E0
3.106159792E0,2.142045593E-1,-8.737031250E0,3.143463135E0,9.287785481E0
3.116164792E0,-2.270777893E-1,-9.867181091E0,4.543651428E0,1.086543121E1
3.126169792E0,-6.219566345E-1,-1.073298065E1,5.330415344E0,1.199987631E1
3.136174792E0,-5.647755432E-1,-1.123234222E1,5.074447632E0,1.233833465E1
3.146179792E0,-3.767665100E-1,-1.180759598E1,4.500541077E0,1.264184107E1
3.156184375E0,-3.037184143E-1,-1.249002686E1,4.163591766E0,1.316922595E1
3.166189375E0,-7.107220459E-1,-1.288161255E1,4.478387146E0,1.365639115E1
3.176194375E0,-1.576970673E0,-1.307246567E1,5.646857300E0,1.432700920E1
